,name,address,description
569,Gril Fest,"Большевистская, 12, Новосибирск","Ресторан с названием 'Gril Fest' по адресу Большевистская, 12, Новосибирск со средним чеком До 700 рублей. 'Gril Fest' специализируется на Американская кухня, Пицца, Турецкая кухня, Шаурма. График работы: пн-вс 7.30–19.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/gril-fest-485620/"
570,Grill Food,"Восход, 1а, Новосибирск","Ресторан с названием 'Grill Food' по адресу Восход, 1а, Новосибирск со средним чеком До 700 рублей. 'Grill Food' специализируется на Американская кухня, Бургеры. График работы: пн-пт 9.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/grill-food-487582/"
571,Grill House,"​Гурьевская, 68/1, Новосибирск","Ресторан с названием 'Grill House' по адресу ​Гурьевская, 68/1, Новосибирск со средним чеком До 700 рублей. 'Grill House' специализируется на Турецкая кухня, Шаурма, Шашлыки. График работы: пн-сб 11.00–23.00, вс 12.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/grill-house-488244/"
572,Grill House,"​Никитина, 41, Новосибирск","Ресторан с названием 'Grill House' по адресу ​Никитина, 41, Новосибирск со средним чеком До 700 рублей. 'Grill House' специализируется на Турецкая кухня, Шаурма, Шашлыки. График работы: пн-сб 11.00–23.00, вс 12.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/grill-house-488245/"
573,Grill House,"​Никитина, 145б, корп. 1, Новосибирск","Ресторан с названием 'Grill House' по адресу ​Никитина, 145б, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Grill House' специализируется на Турецкая кухня, Шаурма, Шашлыки. График работы: пн-сб 11.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/grill-house-488246/"
574,Guevara,"Советская, 18, Новосибирск","Ресторан с названием 'Guevara' по адресу Советская, 18, Новосибирск со средним чеком 700–1700 рублей. 'Guevara' специализируется на Европейская кухня, Сэндвичи. График работы: пн-вт, чт 12.00–2.00, ср-чт 12.00–4.00, пт-сб 12.00–6.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/guevara-175636/"
575,Guilty,"Красный просп., 22, Новосибирск","Ресторан с названием 'Guilty' по адресу Красный просп., 22, Новосибирск со средним чеком До 700 рублей. 'Guilty' специализируется на Американская кухня, Бургеры. График работы: пн-чт, вс 18.00–2.00, пт-сб 18.00–7.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/guilty-313426/"
576,Gurmanna,"​Фрунзе, 15а, Новосибирск","Кофейня с названием 'Gurmanna' по адресу ​Фрунзе, 15а, Новосибирск со средним чеком До 700 рублей. 'Gurmanna' специализируется на Итальянская кухня, Пицца, Торты на заказ. График работы: вт-вс 10.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/gurmanna-489084/"
577,Gusi в Академе,"Николаева, 12/2, 1 этаж, Новосибирск","Ресторан с названием 'Gusi в Академе' по адресу Николаева, 12/2, 1 этаж, Академгородок, Новосибирск со средним чеком 700–1700 рублей. 'Gusi в Академе' специализируется на Американская кухня, Бургеры, Европейская кухня, Немецкая кухня. График работы: пн-чт, вс 12.00–0.00, пт-сб 12.00–2.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/gusi-87505/"
578,Шишка,"Воронежский пер., 16/1, Новосибирск","Ресторан с названием 'Шишка' по адресу Воронежский пер., 16/1, Новосибирск со средним чеком 700–1700 рублей. 'Шишка' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 9.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shishka-35259/"
579,Шоколадница,"Фрунзе, 238, ТРЦ «Сибирский молл», 1 этаж, Новосибирск","Кофейня с названием 'Шоколадница' по адресу Фрунзе, 238, ТРЦ «Сибирский молл», 1 этаж, Новосибирск со средним чеком 700–1700 рублей. 'Шоколадница' специализируется на Блины, Европейская кухня, Паста, Сэндвичи. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shokoladnitsa-35221/"
580,Шоколадница,"Военная, 5, ТРЦ «Аура», Новосибирск","Кофейня с названием 'Шоколадница' по адресу Военная, 5, ТРЦ «Аура», Новосибирск со средним чеком 700–1700 рублей. 'Шоколадница' специализируется на Блины, Европейская кухня, Паста, Сэндвичи. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shokoladnitsa-35223/"
581,Шоколадница,"аэропорт Толмачево, Новосибирск","Кофейня с названием 'Шоколадница' по адресу аэропорт Толмачево, Новосибирск со средним чеком 700–1700 рублей. 'Шоколадница' специализируется на Блины, Европейская кухня, Паста, Сэндвичи. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shokoladnitsa-35224/"
582,Шоколадница,"Гоголя, 13, ТРЦ «Галерея Новосибирск»","Кофейня с названием 'Шоколадница' по адресу Гоголя, 13, ТРЦ «Галерея Новосибирск» со средним чеком 700–1700 рублей. 'Шоколадница' специализируется на Блины, Европейская кухня, Паста, Сэндвичи. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shokoladnitsa-74562/"
583,Шош,"Пермитина, 24, Новосибирск","Ресторан с названием 'Шош' по адресу Пермитина, 24, Новосибирск со средним чеком 700–1700 рублей. 'Шош' специализируется на Европейская кухня, Узбекская кухня. График работы: пн-сб 11.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shosh-74272/"
584,Штолле,"Красный просп., 63, 1 этаж, Новосибирск","Ресторан с названием 'Штолле' по адресу Красный просп., 63, 1 этаж, Новосибирск со средним чеком До 700 рублей. 'Штолле' специализируется на Европейская кухня, Пироги, Русская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shtolle-47535/"
585,Щиборщи,"Владимировская, 9, корп. 1, Новосибирск","Ресторан с названием 'Щиборщи' по адресу Владимировская, 9, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Щиборщи' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 7.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shchiborshchi-487606/"
586,Щи да каша,"Красный просп., 79, Новосибирск","Ресторан с названием 'Щи да каша' по адресу Красный просп., 79, Новосибирск со средним чеком До 700 рублей. 'Щи да каша' специализируется на Европейская кухня, Русская кухня. График работы: пн-пт 8.30–17.30. Сайт: https://www.afisha.ru/novosibirsk/restaurant/shchi-da-kasha-346519/"
587,Эдем,"пос. Коченево, Лермонтова, 45/1, Новосибирская область","Ресторан с названием 'Эдем' по адресу пос. Коченево, Лермонтова, 45/1, Новосибирская область со средним чеком До 700 рублей. 'Эдем' специализируется на Европейская кухня, Русская кухня. График работы: пн-чт, вс 11.00–23.00, пт-сб 11.00–1.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/edem-407589/"
588,Эдем,"Федосеева, 24/2, Новосибирск","Ресторан с названием 'Эдем' по адресу Федосеева, 24/2, Новосибирск со средним чеком 700–1700 рублей. 'Эдем' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/edem-488893/"
589,Эйфория,"Гоголя, 33/1, Новосибирск","Ресторан с названием 'Эйфория' по адресу Гоголя, 33/1, Новосибирск со средним чеком необходимо уточнить. 'Эйфория' специализируется на Паровые коктейли. График работы: пн-чт, вс 16.00–2.00, пт-сб 16.00–6.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/eiforiia-347643/"
590,Элегия,"пос. Краснообск, Центральная, 2б, Новосибирская область","Ресторан с названием 'Элегия' по адресу пос. Краснообск, Центральная, 2б, Новосибирская область со средним чеком До 700 рублей. 'Элегия' специализируется на Русская кухня. График работы: пн-пт 9.00–15.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/elegiia-74895/"
591,Элена,"Сибиряков-Гвардейцев, 60/1, Новосибирск","Ресторан с названием 'Элена' по адресу Сибиряков-Гвардейцев, 60/1, Новосибирск со средним чеком До 700 рублей. 'Элена' специализируется на Армянская кухня, Европейская кухня, Русская кухня. График работы: пн-чт, вс 11.00–22.00, пт-сб 11.00–3.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/elena-411007/"
592,Эстье,"Богдана Хмельницкого, 59, Новосибирск","Кондитерская с названием 'Эстье' по адресу Богдана Хмельницкого, 59, Новосибирск со средним чеком необходимо уточнить. 'Эстье' специализируется на Торты на заказ. График работы: пн-вс 8.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/este-259211/"
593,Эстье,"просп. Дзержинского, 6, Новосибирск","Кондитерская с названием 'Эстье' по адресу просп. Дзержинского, 6, Новосибирск со средним чеком необходимо уточнить. 'Эстье' специализируется на Торты на заказ. График работы: пн-вс 8.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/este-259213/"
594,Эстье,"Титова, 16, Новосибирск","Кондитерская с названием 'Эстье' по адресу Титова, 16, Новосибирск со средним чеком необходимо уточнить. 'Эстье' специализируется на Торты на заказ. График работы: пн-вс 8.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/este-259215/"
595,Эстье,"Дуси Ковальчук, 394, 1 этаж, Новосибирск","Кондитерская с названием 'Эстье' по адресу Дуси Ковальчук, 394, 1 этаж, Новосибирск со средним чеком необходимо уточнить. 'Эстье' специализируется на Торты на заказ. График работы: пн-вс 8.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/este-259218/"
596,Эстье,"Тюленина, 17/1, ТРЦ «Кристалл», Новосибирск","Кондитерская с названием 'Эстье' по адресу Тюленина, 17/1, ТРЦ «Кристалл», Новосибирск со средним чеком необходимо уточнить. 'Эстье' специализируется на Торты на заказ. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/este-488926/"
597,Ювента,"Никитина, 155, корп. 1, Новосибирск","Ресторан с названием 'Ювента' по адресу Никитина, 155, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Ювента' специализируется на Азербайджанская кухня. График работы: пн-вс 8.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/iuventa-74722/"
598,Юла,"Софийская, 2б, корп. 2, Новосибирск","Ресторан с названием 'Юла' по адресу Софийская, 2б, корп. 2, Новосибирск со средним чеком До 700 рублей. 'Юла' специализируется на Европейская кухня, Русская кухня. График работы: пн-пт 8.00–16.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/iula-487599/"
599,Юность,"Мусы Джалиля, 14, Новосибирск","Ресторан с названием 'Юность' по адресу Мусы Джалиля, 14, Новосибирск со средним чеком До 700 рублей. 'Юность' специализируется на Американская кухня, Бургеры, Паровые коктейли, Суши, Японская кухня. График работы: чт 18.00–2.00, пт-сб 21.00–6.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/iunost-347528/"
600,Ябсъел!,"​Горский микрорайон, 50/1, Новосибирск","Ресторан с названием 'Ябсъел!' по адресу ​Горский микрорайон, 50/1, Новосибирск со средним чеком До 700 рублей. 'Ябсъел!' специализируется на Американская кухня, Бургеры, Турецкая кухня, Шаурма. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/iabsel-490317/"
601,Ябсъел!,"​Громова, 13, корп. 1, Новосибирск","Ресторан с названием 'Ябсъел!' по адресу ​Громова, 13, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Ябсъел!' специализируется на Американская кухня, Бургеры, Турецкая кухня, Шаурма. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/iabsel-490318/"
602,Воккер,"Ватутина, 107, ТЦ «Мега Новосибирск»","Ресторан с названием 'Воккер' по адресу Ватутина, 107, ТЦ «Мега Новосибирск» со средним чеком До 700 рублей. 'Воккер' специализируется на Вок, Китайская кухня, Паназиатская кухня. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vokker-313002/"
603,Воккер,"Военная, 5, ТРЦ «Аура», Новосибирск","Ресторан с названием 'Воккер' по адресу Военная, 5, ТРЦ «Аура», Новосибирск со средним чеком До 700 рублей. 'Воккер' специализируется на Вок, Китайская кухня, Паназиатская кухня. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vokker-375217/"
604,Волочаевский двор,"Волочаевская, 91, Новосибирск","Ресторан с названием 'Волочаевский двор' по адресу Волочаевская, 91, Новосибирск со средним чеком необходимо уточнить. 'Волочаевский двор' специализируется на Неизвестно. График работы: по предварительной договоренности. Сайт: https://www.afisha.ru/novosibirsk/restaurant/volochaevskii-dvor-313193/"
605,Восток-экспресс,"Дуси Ковальчук, 28, корп. 1, Новосибирск","Ресторан с названием 'Восток-экспресс' по адресу Дуси Ковальчук, 28, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Восток-экспресс' специализируется на Азербайджанская кухня, Русская кухня, Шашлыки. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vostok-ekspress-74501/"
606,Восточная кухня,"Вокзальная, 2/4, Новосибирск","Ресторан с названием 'Восточная кухня' по адресу Вокзальная, 2/4, Новосибирск со средним чеком До 700 рублей. 'Восточная кухня' специализируется на Армянская кухня, Шашлыки. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vostochnaia-kukhnia-74637/"
607,Восточная сказка,"Залесского, 5, Новосибирск","Ресторан с названием 'Восточная сказка' по адресу Залесского, 5, Новосибирск со средним чеком До 700 рублей. 'Восточная сказка' специализируется на Европейская кухня, Русская кухня, Узбекская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vostochnaia-skazka-406403/"
608,Восточный двор,"Лазурная, 27/1, Новосибирск","Ресторан с названием 'Восточный двор' по адресу Лазурная, 27/1, Новосибирск со средним чеком До 700 рублей. 'Восточный двор' специализируется на Азербайджанская кухня, Грузинская кухня, Русская кухня, Шашлыки. График работы: пн-вс 10.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vostochnyi-dvor-74624/"
609,Восточный уголок,"Красный просп., 220, корп. 1, Новосибирск","Ресторан с названием 'Восточный уголок' по адресу Красный просп., 220, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Восточный уголок' специализируется на Европейская кухня. График работы: пн-пт 9.00–18.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vostochnyi-ugolok-74605/"
610,В погоне за кроликом,"Державина, 9, Новосибирск","Ресторан с названием 'В погоне за кроликом' по адресу Державина, 9, Новосибирск со средним чеком необходимо уточнить. 'В погоне за кроликом' специализируется на Паровые коктейли. График работы: пн-чт 14.00–2.00, пт-вс 14.00–6.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/v-pogone-za-krolikom-346538/"
611,Время еды,"Русская, 39, Новосибирск","Ресторан с названием 'Время еды' по адресу Русская, 39, Новосибирск со средним чеком До 700 рублей. 'Время еды' специализируется на Европейская кухня, Русская кухня. График работы: пн-пт 9.00–17.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vremia-edy-457328/"
612,Время обедать,"Северная, 4, Новосибирск","Ресторан с названием 'Время обедать' по адресу Северная, 4, Новосибирск со средним чеком До 700 рублей. 'Время обедать' специализируется на Русская кухня. График работы: пн-пт 12.00–16.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vremia-obedat-74763/"
613,Встреча,"Советское ш., 5б, Новосибирск","Ресторан с названием 'Встреча' по адресу Советское ш., 5б, Новосибирск со средним чеком До 700 рублей. 'Встреча' специализируется на Армянская кухня, Русская кухня, Шашлыки. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vstrecha-74307/"
614,Выпечка счастья,"Новая, 24, Новосибирск","Кондитерская с названием 'Выпечка счастья' по адресу Новая, 24, Новосибирск со средним чеком необходимо уточнить. 'Выпечка счастья' специализируется на Пироги, Торты на заказ. График работы: пн-пт 7.00–21.30, сб-вс 8.30–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vypechka-schastia-375340/"
615,Выпечка счастья,"1-я Ельцовка, 1, Новосибирск","Кондитерская с названием 'Выпечка счастья' по адресу 1-я Ельцовка, 1, Новосибирск со средним чеком необходимо уточнить. 'Выпечка счастья' специализируется на Пироги, Торты на заказ. График работы: пн-пт 8.00–18.30. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vypechka-schastia-458613/"
616,Вьет-ням,"Кирова, 113а, Новосибирск","Ресторан с названием 'Вьет-ням' по адресу Кирова, 113а, Новосибирск со средним чеком До 700 рублей. 'Вьет-ням' специализируется на Вьетнамская кухня. График работы: пн-пт 10.00–21.00, сб-вс 12.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/vet-niam-486545/"
617,Гавар,"Дуси Ковальчук, 73, корп. 1, Новосибирск","Ресторан с названием 'Гавар' по адресу Дуси Ковальчук, 73, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Гавар' специализируется на Армянская кухня, Грузинская кухня, Шашлыки. График работы: пн-вс 8.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/gavar-74468/"
618,Галактика вкуса,"Сакко и Ванцетти, 77, Новосибирск","Ресторан с названием 'Галактика вкуса' по адресу Сакко и Ванцетти, 77, Новосибирск со средним чеком До 700 рублей. 'Галактика вкуса' специализируется на Европейская кухня, Русская кухня. График работы: пн-пт 8.00–19.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/galaktika-vkusa-483894/"
619,Галерея вин,"Вокзальная магистраль, 13, Новосибирск","Ресторан с названием 'Галерея вин' по адресу Вокзальная магистраль, 13, Новосибирск со средним чеком 700–1700 рублей. 'Галерея вин' специализируется на Вегетарианское меню, Европейская кухня. График работы: пн-вс 12.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/galereia-vin-74133/"
620,Гамбит,"Тогучин, Дзержинского, 38, Новосибирск","Ресторан с названием 'Гамбит' по адресу Тогучин, Дзержинского, 38, Новосибирск со средним чеком необходимо уточнить. 'Гамбит' специализируется на Неизвестно. График работы: по предварительной договоренности. Сайт: https://www.afisha.ru/novosibirsk/restaurant/gambit-349429/"
621,Гастрокорт,"Мичурина, 12, Центральный рынок, Новосибирск","Ресторан с названием 'Гастрокорт' по адресу Мичурина, 12, Центральный рынок, Новосибирск со средним чеком необходимо уточнить. 'Гастрокорт' специализируется на Неизвестно. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/gastrokort-507744/"
622,Генацвале,"Никитина, 57/1, Новосибирск","Ресторан с названием 'Генацвале' по адресу Никитина, 57/1, Новосибирск со средним чеком 700–1700 рублей. 'Генацвале' специализируется на Грузинская кухня, Хачапури, Хинкали, Шашлыки. График работы: пн-вс 10.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/genatsvale-74002/"
623,Генацвале,"1-й ​Краснодонский пер., 9а, Новосибирск","Ресторан с названием 'Генацвале' по адресу 1-й ​Краснодонский пер., 9а, Новосибирск со средним чеком 700–1700 рублей. 'Генацвале' специализируется на Грузинская кухня, Хачапури, Хинкали, Шашлыки. График работы: пн-вс 10.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/genatsvale-488266/"
624,Глобус,"Лермонтова, 43/1, отель «Глобус», Новосибирск","Ресторан с названием 'Глобус' по адресу Лермонтова, 43/1, отель «Глобус», Новосибирск со средним чеком До 700 рублей. 'Глобус' специализируется на Вегетарианское меню, Европейская кухня. График работы: пн-вс 7.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/globus-374018/"
625,Barista,"Советская, 40, Новосибирск","Кофейня с названием 'Barista' по адресу Советская, 40, Новосибирск со средним чеком необходимо уточнить. 'Barista' специализируется на Неизвестно. График работы: пн-пт 8.00–21.00, сб-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barista-348905/"
626,BBQ,"Владимировская, 16а, Новосибирск","Ресторан с названием 'BBQ' по адресу Владимировская, 16а, Новосибирск со средним чеком До 700 рублей. 'BBQ' специализируется на Грузинская кухня, Европейская кухня, Хачапури, Шашлыки. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bbq-218285/"
627,BBQ Smoker,"Первомайская, 7а, корп. 1, Новосибирск","Ресторан с названием 'BBQ Smoker' по адресу Первомайская, 7а, корп. 1, Новосибирск со средним чеком 700–1700 рублей. 'BBQ Smoker' специализируется на Американская кухня, Бургеры, Европейская кухня, Стейки. График работы: пн-вс 10.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bbq-smoker-459200/"
628,Beef Grill,"пос. Краснообск, 244а, Новосибирская область","Ресторан с названием 'Beef Grill' по адресу пос. Краснообск, 244а, Новосибирская область со средним чеком До 700 рублей. 'Beef Grill' специализируется на Американская кухня, Бургеры, Стейки, Шашлыки. График работы: пн-вс 10.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/beef-grill-454676/"
629,Beefy,"Фрунзе, 5, цокольный этаж, Новосибирск","Ресторан с названием 'Beefy' по адресу Фрунзе, 5, цокольный этаж, Новосибирск со средним чеком 700–1700 рублей. 'Beefy' специализируется на Американская кухня, Бургеры, Европейская кухня, Стейки. График работы: пн-чт, вс 12.00–0.00, пт-сб 12.00–1.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/beefy-348909/"
630,Beer Burger Hotdog,"​Ленина, 3, гостиница «Центральная», Новосибирск","Ресторан с названием 'Beer Burger Hotdog' по адресу ​Ленина, 3, гостиница «Центральная», Новосибирск со средним чеком До 700 рублей. 'Beer Burger Hotdog' специализируется на Американская кухня, Бургеры. График работы: пн-вс 11.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/beer-burger-hotdog-490303/"
631,Beer Burger Hotdog,"​Залесского, 4, корп. 4, Новосибирск","Ресторан с названием 'Beer Burger Hotdog' по адресу ​Залесского, 4, корп. 4, Новосибирск со средним чеком До 700 рублей. 'Beer Burger Hotdog' специализируется на Американская кухня, Бургеры. График работы: пн-вс 10.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/beer-burger-hotdog-490304/"
632,Beerman на речке,"Добролюбова, 2а, БЦ «Речной вокзал», Новосибирск","Ресторан с названием 'Beerman на речке' по адресу Добролюбова, 2а, БЦ «Речной вокзал», Новосибирск со средним чеком 700–1700 рублей. 'Beerman на речке' специализируется на Вок, Итальянская кухня, Паровые коктейли, Пицца, Русская кухня, Стейки, Суши, Торты на заказ, Японская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/beerman-na-rechke-46991/"
633,Beerman & Пицца,"пл. Карла Маркса, 7, МФК «Сан-сити», Новосибирск","Ресторан с названием 'Beerman & Пицца' по адресу пл. Карла Маркса, 7, МФК «Сан-сити», Новосибирск со средним чеком 700–1700 рублей. 'Beerman & Пицца' специализируется на Европейская кухня, Итальянская кухня, Паровые коктейли, Паста, Пельмени, Пицца, Стейки, Суши, Шашлыки, Японская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/beerman-pitstsa-36082/"
634,Bella mozzarella,"​Геодезическая, 3, Новосибирск","Ресторан с названием 'Bella mozzarella' по адресу ​Геодезическая, 3, Новосибирск со средним чеком До 700 рублей. 'Bella mozzarella' специализируется на Итальянская кухня, Пицца. График работы: пн-вс 11.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bella-mozzarella-489088/"
635,Berry Bakery,"​Немировича-Данченко, 146/3, Новосибирск","Ресторан с названием 'Berry Bakery' по адресу ​Немировича-Данченко, 146/3, Новосибирск со средним чеком До 700 рублей. 'Berry Bakery' специализируется на Пироги, Пицца. График работы: пн-вс 9.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/berry-bakery-489091/"
636,Bierhof,"Восход, 24, Новосибирск","Ресторан с названием 'Bierhof' по адресу Восход, 24, Новосибирск со средним чеком 700–1700 рублей. 'Bierhof' специализируется на Европейская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bierhof-30554/"
637,Bigsby,"Ильича, 10, Новосибирск","Ресторан с названием 'Bigsby' по адресу Ильича, 10, Академгородок, Новосибирск со средним чеком 700–1700 рублей. 'Bigsby' специализируется на Европейская кухня. График работы: пн-чт 16.00–1.00, пт 16.00–3.00, сб 12.00–3.00, вс 12.00–1.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bigsby-494193/"
638,Biscuit House,"Декабристов, 41, Новосибирск","Кондитерская с названием 'Biscuit House' по адресу Декабристов, 41, Новосибирск со средним чеком необходимо уточнить. 'Biscuit House' специализируется на Торты на заказ. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/biscuit-house-459225/"
639,Bla Bla Bar,"Депутатская, 46, 2 этаж, Новосибирск","Ресторан с названием 'Bla Bla Bar' по адресу Депутатская, 46, 2 этаж, Новосибирск со средним чеком 700–1700 рублей. 'Bla Bla Bar' специализируется на Европейская кухня, Итальянская кухня, Паназиатская кухня. График работы: чт-сб 18.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bla-bla-bar-493969/"
640,Black & White,"​Кошурникова, 7/2, Новосибирск","Кофейня с названием 'Black & White' по адресу ​Кошурникова, 7/2, Новосибирск со средним чеком необходимо уточнить. 'Black & White' специализируется на Сэндвичи. График работы: пн-вс 8.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/black-white-488242/"
641,Blackwood Coffee,"Красный просп., 77б, Новосибирск","Кофейня с названием 'Blackwood Coffee' по адресу Красный просп., 77б, Новосибирск со средним чеком До 700 рублей. 'Blackwood Coffee' специализируется на Европейская кухня, Сэндвичи. График работы: пн-вс 7.45–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/blackwood-coffee-62256/"
642,Blackwood Coffee,"пл. Карла Маркса, 1/1, Новосибирск","Кофейня с названием 'Blackwood Coffee' по адресу пл. Карла Маркса, 1/1, Новосибирск со средним чеком До 700 рублей. 'Blackwood Coffee' специализируется на Европейская кухня, Сэндвичи. График работы: пн-вс 7.45–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/blackwood-coffee-407574/"
643,Blackwood Coffee,"Красный просп., 29/1, ТЦ «Пирамида», Новосибирск","Кофейня с названием 'Blackwood Coffee' по адресу Красный просп., 29/1, ТЦ «Пирамида», Новосибирск со средним чеком До 700 рублей. 'Blackwood Coffee' специализируется на Европейская кухня, Сэндвичи. График работы: пн-вс 7.45–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/blackwood-coffee-457564/"
644,Blackwood Coffee,"​Фабричная, 11, Новосибирск","Кофейня с названием 'Blackwood Coffee' по адресу ​Фабричная, 11, Новосибирск со средним чеком До 700 рублей. 'Blackwood Coffee' специализируется на Европейская кухня, Сэндвичи. График работы: пн-пт 7.30–19.00, сб 10.00–19.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/blackwood-coffee-492525/"
645,Bolkonsky Lounge,"Горский микрорайон, 1/1, Новосибирск","Чайная с названием 'Bolkonsky Lounge' по адресу Горский микрорайон, 1/1, Новосибирск со средним чеком необходимо уточнить. 'Bolkonsky Lounge' специализируется на Паровые коктейли. График работы: пн-чт 13.00–1.00, пт 13.00–2.00, сб 16.00–2.00, вс 16.00–1.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bolkonsky-lounge-347615/"
